sentiment,en_text,ace_text,acehnese_pppl
positive,i spent a little on my new mug and it really sparked some great reviews so i would genuinely love to make some more.,lon peuguna bacut bak mug baroe lon dan nyan beutoi-beutoi meupeugot padum-padum boh ulasan hebat jadi lon akan beutoi-beutoi galak untuk peugot padum-padum boh lom.,10.42
positive,the king realised the hilarious power of beer and hospitality with the dash of a dash,raja menyadari kekuatan bir dan keramahan yang lucu dengan dash dash .,51.87
positive,i am so happy i got back from my trip.,lon that seunang lon woe dari perjalanan lon.,59.1
positive,i am definitely going to generate a whole lot of smiles for the soldiers who are between me and these bushes because somehow they generate such bright and sunny shades in their life time.,Lon pasti akan menghasekan senyuman mandum bagi teuntra yang na di antara lon dan semak-semak nyoe karena aleh kiban awaknyan menghasilkan warna-warna yang terang dan mata uroe yang lagee nyan lam watee udep awaknyan.,58.66
positive,the nerds that i want are seventeen of my favorite musicians who urge me to play at a stream.,nerd nyang lon galak nakeuh tujoh blah droe musisi favorit lon nyang geuyue lon meuen bak saboh aliran.,89.46
positive,the sun sat on this beautiful relic cell in the field waiting to present a fascinating slideshow for an audience of nostalgic.,mata uroe geuduek bak sel peninggalan nyang lagak nyoe di lapangan nyang teungoh geupreh untuk geupeuleumah slideshow nyang menarik keu peunonton nostalgia.,75.36
positive,i love the way you make it seem like you spend all day soaking up the light with your friend just doing something that is so vividly different from what you ever imagined,lon galak cara droeneuh peugot lagee droeneuh neuhabiskan siuroe-uroe neurendam cahaya ngon rakan droeneuh hanya neulakukan sesuatu yang that beda ngon peu yang pernah droeneuh bayangkan,55.41
positive,building which is both modern and grey to contrast the winter blues of autumn and winter with bright colours and a feel of fun and adventure,bangunan nyang modern ngon abu-abu keu geukontraskan blues musim seumeu'uet nibak musim lurôh ngon musim seumeu'uëk ngon warna-warna nyang trang ngon rasa mangat ngon peutualangan .,70.69
positive,this is the time of the day when we are all young and still trying to prove that we can be good friends and work together and fit into this world,nyoe keuh watee uroe watee geutanyoe mandum mantong muda dan mantong ta usahakan untuk ta buktikan bahwa geutanyoe jeut keu rakan nyang jroh dan ta meusaboh dan ta cocok lam donya nyoe .,30.49
positive,this post is not only uplifting but also cheery as we are all underrated and under-rated. i would love a dish for every one of my crushes.,postingan nyoe kon hanya uplifting tapi cit ceria kareuna geutanyoe mandum kureung dan kureung rating. lon galak that keu hidangan keu tiep-tiep naksir lon.,59.2
positive,my favorite thing is to think of watermelon during my introvert days.,Hal nyang paleng lon galak nakeuh lon pike keu semangka bak uroe-uroe introvert.,62.1
positive,I love you so much i have a cluster of sages and i cant help but fall asleep every time i hear you,Lon cinta keu droeneuh that lon na rumpun bijaksana dan lon hana jeut lon teungeut tapi teungeut tiep lon deungoe droeneuh,22.84
positive,the essence of money is that it helps people get healthier and happier even when they have scars from bad financial decisions.,inti dari peng nakeuh bahwa nyan jeut keu bantuan ureung-ureung jeut keu leubeh sehat dan leubeh bahagia bah pih awak nyan na beukah dari keputusan keuangan nyang hana get.,40.47
positive,I like the fiery purple and sweet sugar mix she used with the master last night,Lon galak keu campuran gula nyang meuapui-apui ngon campuran gula nyang meuapui-apui nyang geungui ngon master beuklam .,16.84
positive,chubby is the first picture that I saw of a husband who has a knack for making women smile and who is so sensible and has this unique personality.,chubby nakeuh gamba phon nyang lon kalon keu sidroe lakoe nyang na keuahlian untuk peugot ureung inong meuseunyum dan nyang that masuk akal dan na kepribadian nyang unik nyoe.,81.75
positive,how was your night last night we talked about how we should change the ways we talk to one another and be more loving and kind to each other and our lives every day,kiban malam droeneuh beuklam kamoe meututoe kiban cara kamoe harus meu ubah cara kamoe meututoe keudroe-droe dan leubeh meugaséh dan jroh hate keudroe dan udep kamoe tiep uroe .,27.26
positive,with the day numbered birthday celebrations coming to an end these people made sure there was a fantastic cake they could complete and jump in the same year as their assumption of the role,deungon uroë njang nomor uroë peurayaan uroë peurayaan njang ka habéh bak watèë njang ka djipeu-atô lé ureuëng-ureuëng njoë njang ka djipeupasti na kue njang fantastis njang djeuët djipeuseuleusoë dan djipluëng bak thôn njang saban deungon asumsi awaknjan keu peran njan .,23.55
positive,the firm friendship of this woman is a testament to the traits and qualities which make her such an amazing companion.,persahabatan nyang teuga dari inong nyoe nakeuh saboh bukti keu sifeut-sifeut dan kualitas nyang jeut keu pendamping nyang luar biasa lagee nyan.,28.78
positive,have a look at these kids and maybe you can get some really creative ideas from them and fill your mind with inspiration and positivity that they will think about the rest of your life.,na pandangan keu aneuk-aneuk miet nyoe dan mungken droeneuh jeut neuteumeung padum-padum boh ide-ide nyang beutoi-beutoi kreatif dari awak nyan dan neupasoe pikeran droeneuh deungon inspirasi dan positif bahwa awak nyan akan geupike keu sisa udep droeneuh.,25.49
positive,doctors are not afraid to make teeth flawless with these new whitening toothpastes from nearby resort,dokter hana teumakot keu geupeugot gigoe hana meu-ulang-ulang ngon pasta gigoe nyang meuputeh baroe nyoe dari teumpat nyang toe .,78.82
positive,in a rather funny gesture i have just acquired some of the most adorable cattle ever conceived.,lam gestur yang agak lucu i baroe meurumpok padum-padum boh ternak yang paleng menggemaskan yang pernah dikonsepkan.,19.22
positive,a good day for all is waiting for you at the company of a very happy and well wisher advertising for good day quiz.,uroe nyang jroh keu mandum teungoh geupreh droeneuh bak kawan saboh iklan nyang that bahagia dan jroh that keu quis uroe nyang jroh.,95.9
positive,This quiz had some very enlightening terms to impress with.,Kuis nyoe na padum-padum boh istilah nyang that mencerahkan untuk kesan.,50.03
positive,i admire this idea of filling our economic dreams with huge dreams that can mean big bucks.,lon kagum keu gagasan nyoe untuk peunoh cita-cita ekonomi geutanyoe deungon cita-cita rayeuk nyang jeut berarti bucks rayeuk.,65.65
positive,i am proud to hold the diplomas that will carry me down the halls of your great university.,lon bangga lon peugot ijazah nyang akan lon ba lon u aula-aula universitas droeneuh nyang rayeuk.,37.32
positive,The woman is holding up a smile and cheers as she recently received cancer insurance.,Inong nyan teungoh jimat senyuman dan ji sorak-sorak watee baroe-baroe nyoe ji teurimong asuransi kanker.,76.82
positive,the moment i tasted chocolate on me and for the first time in decades i felt an immediate connection to the sweet and warm pleasures of life that surrounds.,momen lon rasa coklat bak lon dan keu phon that lam padum-padum dekade lon meurasakan hubungan segera keu kesenangan-kesenangan yang mangat dan hangat dari udep yang mengelilingi.,20.81
positive,i love a child who gets to stay and persuade minors that what they do is important,lon cinta keu aneuk miet yang jeut tinggai dan membujuk aneuk miet bahwa peu yang awak nyan peugot nyan penteng,82.32
positive,he is a very dear brother with diabetes and to combine him and him is such an honor,gobnyan nakeuh syedara nyang that meutuah nyang na diabetes dan keu geupeusaboh gobnyan dan gobnyan nakeuh saboh keuhormatan .,20.71
positive,i was astonished when people told me that i am so handsome and have such a nice day.,lon teukeujot watee ureung-ureung geupeugah bak lon bahwa lon that lagak dan na uroe nyang lagak lagee nyan.,54.38
positive,i saw these cute tips for the best retreat from the nitty gritty of origin.,i kalon tips-tips lucu nyoe untuk retret terbaik dari nitty gritty asai.,53.14
positive,a little something to wake up to every morning and say thanks for helping me eat a big breakfast while reading my mug,bacut sapeue-sapeue nyang jeuet keu beudoh tiep beungoh dan peugah teurimong geunaseh ka geubantu lon pajoh bu nyang rayeuk watee lon baca mug lon .,77.01
positive,"i love my mother for the things she does for me, she always seems to ignore my shoulder or my wounds.","lon sayang keu mak lon untuk hal-hal yang jih peugot keu lon, jih sabe deuh hana peuduli bak bahu lon atawa luka lon.",55.59
positive,"Dear Sir, thank you for the incredible words you have written on this Thursday and thank you so much for your wonderful company.","Dear Sir, teurimong geunaseh ateuh kata-kata luar biasa nyang ka neutuleh bak uroe Hameh nyoe dan teurimong geunaseh that keu perusahaan droeneuh nyang luar biasa.",19.89
positive,new breed of dog breeds are a remarkable achievement and provide an uplifting and cheerful addition to our world,ras-ras nyang baroe nakeuh saboh pencapaian nyang luar biasa dan geubri tambahan nyang meutamah dan ceria keu donya geutanyoe .,60.38
positive,bind that summer with these heart-warming photos of me and my friends... this is a feeling that never goes away.,meuikat musim su’um nyan deungon foto-foto lon nyang meu-ulang-ulang hate nyoe dan rakan-rakan lon... nyoe nakeuh saboh rasa nyang hana tom jijak.,56.07
positive,"The male, which appears to be one of a group of men, seems to be looking healthy.","Agam nyan, nyang deuh jih salah saboh kelompok ureung agam, deuh jih deuh sehat.",89.3
positive,there are many benefits to cuddling a baby with something.,le that manfaat untuk meu-ulang-ulang sidroe aneuk miet deungon sapeue-sapeue.,75.24
positive,vibrant living room with lots of re living and growing gracefully along with a little hustle and bustle for an elegant and modern look,ruang tamu nyang meu-ulang-ulang deungon le that udep dan timoh deungon anggun meusajan ngon bacut hustle dan hiruk pikuk keu rupa elegan dan modern .,62.59
positive,I had a crappy idea to celebrate my birthday with some sweet dreams and ok my love,Lon na ide yang hana get untuk lon peuraya uroe lahe lon ngon padum-padum boh cita-cita yang mangat dan ok cinta lon .,73.65
positive,cute little man on a long bike with big handle and earphones in a gap in the gap between words.... a perfect giant dictionary has been spotted,Ureueng ubit nyang lucu bak sepeda panyang ngon gagang rayeuk dan earphone lam celah lam celah antara kata-kata.... Kamus raksasa nyang sempurna ka ji kalon .,48.68
positive,determination isnt something to be ashamed of but to be proud of what you are doing right now.,tekad hana sapeue-sapeue nyang jeuet keu male tapi keu bangga keu peue nyang gata peubuet jinoenyoe.,45.49
positive,i think my new simp is awesome but i still love my hospital and my fabulous welfare,lon pike simp baroe lon nyan awesome tapi lon mantong galak keu rumoh saket lon dan kesejahteraan lon yang luar biasa,90.37
